ticker,strategy,engine,strategy_contract,strategy_contract_version,rule_fingerprint,strategy_fingerprint,cost_assumption_source,execution_assumption,tested_entry_rule,tested_risk_rule,raw_signal_count,effective_samples,closed_trade_count,sample_count,trade_count,executed_entry_count,open_position_count,lookback_start,lookback_end,forward_horizon,valid,min_sample_required,description,strategy_total_return,strategy_cagr,strategy_sharpe,strategy_max_drawdown,strategy_worst_day,strategy_best_day,buy_hold_return_same_window,alpha_vs_buy_hold,trade_win_rate,avg_trade_return,median_trade_return,worst_trade_return,best_trade_return,latest_entry_signal_active,latest_exit_signal_active,latest_position_active,reason,data_source,market_timezone,report_generated_at_utc,price_frequency,price_adjustment_policy,data_timestamp,price_basis
IGV,ma50_reclaim_bullish,vectorbt,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,Signal on trading bar t; entry/exit can execute only at trading bar t+1 close.,ma50_reclaim_bullish,close_below_ma50,145,145,145,145,145,145,0,2005-01-03,2026-07-14,next_close_to_next_close_after_exit_signal,True,20,Price reclaims MA50 while remaining above MA200.,0.3881,0.0154,0.1859,-0.4672,-0.0544,0.0541,10.449,-10.0609,0.3793,0.0035,-0.0048,-0.065,0.3301,False,False,False,,Tiingo daily local CSV cache,America/New_York,2026-07-15T00:56:51.739909+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-14,adjusted
MDB,ma50_reclaim_bullish,vectorbt,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,Signal on trading bar t; entry/exit can execute only at trading bar t+1 close.,ma50_reclaim_bullish,close_below_ma50,45,45,45,45,45,45,0,2017-10-19,2026-07-14,next_close_to_next_close_after_exit_signal,True,20,Price reclaims MA50 while remaining above MA200.,-0.3662,-0.0511,-0.012,-0.5918,-0.1492,0.2633,9.7474,-10.1136,0.2889,0.0017,-0.034,-0.1804,0.6382,False,False,False,,Tiingo daily local CSV cache,America/New_York,2026-07-15T00:56:51.739909+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-14,adjusted
CRWD,momentum_leader,vectorbt,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,Signal on trading bar t; entry/exit can execute only at trading bar t+1 close.,momentum_leader,close_below_ma20_or_rsi_above_82,652,57,57,57,57,58,1,2019-06-12,2026-07-13,next_close_to_next_close_after_exit_signal,True,20,Positive 20-day momentum and relative strength without extreme RSI.,1.4914,0.138,0.5764,-0.5562,-0.106,0.1428,11.9593,-10.4679,0.386,0.0253,-0.017,-0.1549,0.6944,True,False,True,,Tiingo daily local CSV cache,America/New_York,2026-07-15T00:56:51.739909+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-13,adjusted
IGV,momentum_leader,vectorbt,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,Signal on trading bar t; entry/exit can execute only at trading bar t+1 close.,momentum_leader,close_below_ma20_or_rsi_above_82,917,102,102,102,102,102,0,2005-01-03,2026-07-14,next_close_to_next_close_after_exit_signal,True,20,Positive 20-day momentum and relative strength without extreme RSI.,-0.1758,-0.009,-0.0332,-0.414,-0.0544,0.0645,10.449,-10.6248,0.402,-0.0009,-0.0075,-0.0876,0.1516,False,False,False,,Tiingo daily local CSV cache,America/New_York,2026-07-15T00:56:51.739909+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-14,adjusted
VST,momentum_leader,vectorbt,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,Signal on trading bar t; entry/exit can execute only at trading bar t+1 close.,momentum_leader,close_below_ma20_or_rsi_above_82,728,61,61,61,61,61,0,2016-10-04,2026-07-09,next_close_to_next_close_after_exit_signal,True,20,Positive 20-day momentum and relative strength without extreme RSI.,1.7499,0.1096,0.5395,-0.5448,-0.2827,0.1656,12.4736,-10.7237,0.4098,0.0233,-0.0093,-0.1764,0.5352,True,False,False,,Tiingo daily local CSV cache,America/New_York,2026-07-15T00:56:51.739909+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-09,adjusted
CRWD,ma50_reclaim_bullish,vectorbt,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,Signal on trading bar t; entry/exit can execute only at trading bar t+1 close.,ma50_reclaim_bullish,close_below_ma50,30,30,30,30,30,30,0,2019-06-12,2026-07-13,next_close_to_next_close_after_exit_signal,True,20,Price reclaims MA50 while remaining above MA200.,1.1795,0.1167,0.5592,-0.4281,-0.1075,0.1428,11.9593,-10.7798,0.3667,0.0414,-0.0179,-0.133,0.953,False,False,False,,Tiingo daily local CSV cache,America/New_York,2026-07-15T00:56:51.739909+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-13,adjusted
IGV,ma20_reclaim_bullish,vectorbt,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,Signal on trading bar t; entry/exit can execute only at trading bar t+1 close.,ma20_reclaim_bullish,close_below_ma20,194,194,194,194,194,194,0,2005-01-03,2026-07-14,next_close_to_next_close_after_exit_signal,True,20,Price reclaims MA20 in a bullish intermediate trend.,-0.3534,-0.0201,-0.1447,-0.5059,-0.0544,0.0541,10.449,-10.8024,0.4021,-0.0018,-0.0043,-0.0727,0.1402,False,False,False,,Tiingo daily local CSV cache,America/New_York,2026-07-15T00:56:51.739909+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-14,adjusted
VST,ma50_reclaim_bullish,vectorbt,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,Signal on trading bar t; entry/exit can execute only at trading bar t+1 close.,ma50_reclaim_bullish,close_below_ma50,56,56,56,56,56,56,0,2016-10-04,2026-07-09,next_close_to_next_close_after_exit_signal,True,20,Price reclaims MA50 while remaining above MA200.,1.5141,0.0994,0.4895,-0.4513,-0.2827,0.1656,12.4736,-10.9595,0.2679,0.0359,-0.0165,-0.1921,1.7025,False,False,False,,Tiingo daily local CSV cache,America/New_York,2026-07-15T00:56:51.739909+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-09,adjusted
MCHP,rsi_oversold_reclaim_40,vectorbt,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,Signal on trading bar t; entry/exit can execute only at trading bar t+1 close.,rsi_oversold_reclaim_40,close_below_ma20_or_rsi_above_70,225,38,38,38,38,38,0,2005-01-03,2026-07-14,next_close_to_next_close_after_exit_signal,True,20,RSI recovers through 40 after an oversold reading while price is above MA5.,0.2388,0.01,0.1657,-0.3402,-0.087,0.099,11.3128,-11.074,0.5,0.0076,-0.0005,-0.1221,0.2236,False,True,False,,Tiingo daily local CSV cache,America/New_York,2026-07-15T00:56:51.739909+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-14,adjusted
MRVL,ma50_reclaim_bullish,vectorbt,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,Signal on trading bar t; entry/exit can execute only at trading bar t+1 close.,ma50_reclaim_bullish,close_below_ma50,101,101,101,101,101,101,0,2005-01-03,2026-07-14,next_close_to_next_close_after_exit_signal,True,20,Price reclaims MA50 while remaining above MA200.,2.9282,0.0658,0.3762,-0.4674,-0.191,0.3252,14.0445,-11.1163,0.3465,0.0233,-0.0142,-0.1174,1.3974,False,True,False,,Tiingo daily local CSV cache,America/New_York,2026-07-15T00:56:51.739909+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-14,adjusted
ORCL,momentum_leader,vectorbt,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,Signal on trading bar t; entry/exit can execute only at trading bar t+1 close.,momentum_leader,close_below_ma20_or_rsi_above_82,1190,125,125,125,125,125,0,2005-01-03,2026-07-13,next_close_to_next_close_after_exit_signal,True,20,Positive 20-day momentum and relative strength without extreme RSI.,0.2588,0.0108,0.1472,-0.538,-0.1379,0.1332,11.3789,-11.1201,0.4,0.0039,-0.0119,-0.1225,0.4387,False,True,False,,Tiingo daily local CSV cache,America/New_York,2026-07-15T00:56:51.739909+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-13,adjusted
MCHP,ma50_reclaim_bullish,vectorbt,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,Signal on trading bar t; entry/exit can execute only at trading bar t+1 close.,ma50_reclaim_bullish,close_below_ma50,145,145,145,145,145,145,0,2005-01-03,2026-07-14,next_close_to_next_close_after_exit_signal,True,20,Price reclaims MA50 while remaining above MA200.,0.0115,0.0005,0.0945,-0.496,-0.1088,0.1165,11.3128,-11.3013,0.3931,0.0014,-0.0048,-0.1118,0.248,False,True,False,,Tiingo daily local CSV cache,America/New_York,2026-07-15T00:56:51.739909+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-14,adjusted
ORCL,rsi_oversold_reclaim_40,vectorbt,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,Signal on trading bar t; entry/exit can execute only at trading bar t+1 close.,rsi_oversold_reclaim_40,close_below_ma20_or_rsi_above_70,238,31,31,31,31,31,0,2005-01-03,2026-07-13,next_close_to_next_close_after_exit_signal,True,20,RSI recovers through 40 after an oversold reading while price is above MA5.,0.0433,0.002,0.0655,-0.2186,-0.1379,0.1144,11.3789,-11.3356,0.3548,0.0041,-0.0108,-0.1406,0.2114,False,True,False,,Tiingo daily local CSV cache,America/New_York,2026-07-15T00:56:51.739909+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-13,adjusted
MCHP,momentum_leader,vectorbt,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,Signal on trading bar t; entry/exit can execute only at trading bar t+1 close.,momentum_leader,close_below_ma20_or_rsi_above_82,1179,120,120,120,120,120,0,2005-01-03,2026-07-14,next_close_to_next_close_after_exit_signal,True,20,Positive 20-day momentum and relative strength without extreme RSI.,-0.0655,-0.0032,0.0648,-0.5563,-0.1088,0.1234,11.3128,-11.3783,0.425,0.0015,-0.0084,-0.1834,0.2472,False,True,False,,Tiingo daily local CSV cache,America/New_York,2026-07-15T00:56:51.739909+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-14,adjusted
ORCL,ma50_reclaim_bullish,vectorbt,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,Signal on trading bar t; entry/exit can execute only at trading bar t+1 close.,ma50_reclaim_bullish,close_below_ma50,141,141,141,141,141,141,0,2005-01-03,2026-07-13,next_close_to_next_close_after_exit_signal,True,20,Price reclaims MA50 while remaining above MA200.,-0.1865,-0.0096,0.0296,-0.583,-0.1379,0.1332,11.3789,-11.5654,0.3688,0.0004,-0.0059,-0.1475,0.3301,False,True,False,,Tiingo daily local CSV cache,America/New_York,2026-07-15T00:56:51.739909+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-13,adjusted
MRVL,ma20_reclaim_bullish,vectorbt,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,Signal on trading bar t; entry/exit can execute only at trading bar t+1 close.,ma20_reclaim_bullish,close_below_ma20,153,153,153,153,153,153,0,2005-01-03,2026-07-14,next_close_to_next_close_after_exit_signal,True,20,Price reclaims MA20 in a bullish intermediate trend.,2.4218,0.0589,0.3545,-0.588,-0.191,0.3252,14.0445,-11.6227,0.4052,0.0151,-0.0081,-0.1225,1.5991,False,True,False,,Tiingo daily local CSV cache,America/New_York,2026-07-15T00:56:51.739909+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-14,adjusted
MCHP,ma20_reclaim_bullish,vectorbt,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,Signal on trading bar t; entry/exit can execute only at trading bar t+1 close.,ma20_reclaim_bullish,close_below_ma20,155,155,155,155,155,155,0,2005-01-03,2026-07-14,next_close_to_next_close_after_exit_signal,True,20,Price reclaims MA20 in a bullish intermediate trend.,-0.419,-0.025,-0.1131,-0.4479,-0.0898,0.1234,11.3128,-11.7318,0.3548,-0.0026,-0.01,-0.0809,0.177,False,True,False,,Tiingo daily local CSV cache,America/New_York,2026-07-15T00:56:51.739909+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-14,adjusted
ORCL,ma20_reclaim_bullish,vectorbt,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,Signal on trading bar t; entry/exit can execute only at trading bar t+1 close.,ma20_reclaim_bullish,close_below_ma20,178,178,178,178,178,178,0,2005-01-03,2026-07-13,next_close_to_next_close_after_exit_signal,True,20,Price reclaims MA20 in a bullish intermediate trend.,-0.5617,-0.0377,-0.2084,-0.7447,-0.0969,0.1332,11.3789,-11.9406,0.3708,-0.0038,-0.0062,-0.126,0.2362,False,True,False,,Tiingo daily local CSV cache,America/New_York,2026-07-15T00:56:51.739909+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-13,adjusted
CRWD,ma20_reclaim_bullish,vectorbt,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,Signal on trading bar t; entry/exit can execute only at trading bar t+1 close.,ma20_reclaim_bullish,close_below_ma20,38,37,37,37,37,38,1,2019-06-12,2026-07-13,next_close_to_next_close_after_exit_signal,True,20,Price reclaims MA20 in a bullish intermediate trend.,-0.1903,-0.0295,-0.056,-0.5277,-0.106,0.104,11.9593,-12.1496,0.2973,-0.0029,-0.0252,-0.1352,0.2954,False,False,True,,Tiingo daily local CSV cache,America/New_York,2026-07-15T00:56:51.739909+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-13,adjusted
VST,ma20_reclaim_bullish,vectorbt,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,Signal on trading bar t; entry/exit can execute only at trading bar t+1 close.,ma20_reclaim_bullish,close_below_ma20,65,64,64,64,64,64,0,2016-10-04,2026-07-09,next_close_to_next_close_after_exit_signal,True,20,Price reclaims MA20 in a bullish intermediate trend.,0.0611,0.0061,0.1346,-0.5124,-0.2421,0.1656,12.4736,-12.4125,0.3125,0.0044,-0.007,-0.1764,0.4741,True,False,False,,Tiingo daily local CSV cache,America/New_York,2026-07-15T00:56:51.739909+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-09,adjusted
PLTR,ma20_reclaim_bullish,vectorbt,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,Signal on trading bar t; entry/exit can execute only at trading bar t+1 close.,ma20_reclaim_bullish,close_below_ma20,24,24,24,24,24,24,0,2020-09-30,2026-07-13,next_close_to_next_close_after_exit_signal,True,20,Price reclaims MA20 in a bullish intermediate trend.,-0.2705,-0.0533,-0.1273,-0.5746,-0.1424,0.1114,12.6884,-12.9589,0.4167,-0.0055,-0.0181,-0.2332,0.4357,False,False,False,,Tiingo daily local CSV cache,America/New_York,2026-07-15T00:56:51.739909+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-13,adjusted
MRVL,momentum_leader,vectorbt,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,Signal on trading bar t; entry/exit can execute only at trading bar t+1 close.,momentum_leader,close_below_ma20_or_rsi_above_82,1470,149,149,149,149,149,0,2005-01-03,2026-07-14,next_close_to_next_close_after_exit_signal,True,20,Positive 20-day momentum and relative strength without extreme RSI.,0.924,0.0309,0.2446,-0.6523,-0.191,0.3252,14.0445,-13.1205,0.3893,0.0105,-0.0149,-0.1759,0.9228,False,True,False,,Tiingo daily local CSV cache,America/New_York,2026-07-15T00:56:51.739909+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-14,adjusted
PLTR,momentum_leader,vectorbt,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,Signal on trading bar t; entry/exit can execute only at trading bar t+1 close.,momentum_leader,close_below_ma20_or_rsi_above_82,470,49,49,49,49,49,0,2020-09-30,2026-07-13,next_close_to_next_close_after_exit_signal,True,20,Positive 20-day momentum and relative strength without extreme RSI.,-0.5413,-0.1267,-0.168,-0.7028,-0.1424,0.2399,12.6884,-13.2297,0.3878,-0.0071,-0.0251,-0.2535,0.3748,False,False,False,,Tiingo daily local CSV cache,America/New_York,2026-07-15T00:56:51.739909+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-13,adjusted
NET,ma20_reclaim_bullish,vectorbt,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,Signal on trading bar t; entry/exit can execute only at trading bar t+1 close.,ma20_reclaim_bullish,close_below_ma20,58,57,57,57,57,58,1,2019-09-13,2026-07-14,next_close_to_next_close_after_exit_signal,True,20,Price reclaims MA20 in a bullish intermediate trend.,1.3475,0.1336,0.5416,-0.313,-0.1259,0.2706,14.6528,-13.3053,0.4561,0.016,-0.0047,-0.1227,0.3145,False,False,True,,Tiingo daily local CSV cache,America/New_York,2026-07-15T00:56:51.739909+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-14,adjusted
JPM,ma50_reclaim_bullish,vectorbt,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,Signal on trading bar t; entry/exit can execute only at trading bar t+1 close.,ma50_reclaim_bullish,close_below_ma50,107,106,106,106,106,107,1,2005-01-03,2026-07-14,next_close_to_next_close_after_exit_signal,True,20,Price reclaims MA50 while remaining above MA200.,0.9533,0.0317,0.3017,-0.3627,-0.07,0.1154,14.5319,-13.5786,0.3491,0.0075,-0.0061,-0.1055,0.3301,False,False,True,,Tiingo daily local CSV cache,America/New_York,2026-07-15T00:56:51.739909+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-14,adjusted
AMD,momentum_leader,vectorbt,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,Signal on trading bar t; entry/exit can execute only at trading bar t+1 close.,momentum_leader,close_below_ma20_or_rsi_above_82,1593,144,144,144,144,145,1,2005-01-03,2026-07-14,next_close_to_next_close_after_exit_signal,True,20,Positive 20-day momentum and relative strength without extreme RSI.,10.927,0.1223,0.5203,-0.729,-0.1731,0.1982,24.6016,-13.6746,0.4167,0.0282,-0.0216,-0.2312,0.7533,True,False,True,,Tiingo daily local CSV cache,America/New_York,2026-07-15T00:56:51.739909+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-14,adjusted
MSTR,ma20_reclaim_bullish,vectorbt,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,Signal on trading bar t; entry/exit can execute only at trading bar t+1 close.,ma20_reclaim_bullish,close_below_ma20,126,126,126,126,126,126,0,2005-01-03,2026-07-14,next_close_to_next_close_after_exit_signal,True,20,Price reclaims MA20 in a bullish intermediate trend.,1.9899,0.0523,0.3313,-0.725,-0.26,0.2916,15.6946,-13.7047,0.3651,0.0283,-0.0103,-0.2891,3.7309,False,True,False,,Tiingo daily local CSV cache,America/New_York,2026-07-15T00:56:51.739909+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-14,adjusted
MRVL,rsi_oversold_reclaim_40,vectorbt,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,Signal on trading bar t; entry/exit can execute only at trading bar t+1 close.,rsi_oversold_reclaim_40,close_below_ma20_or_rsi_above_70,286,43,43,43,43,43,0,2005-01-03,2026-07-14,next_close_to_next_close_after_exit_signal,True,20,RSI recovers through 40 after an oversold reading while price is above MA5.,0.1829,0.0078,0.1265,-0.4323,-0.1176,0.0916,14.0445,-13.8616,0.4884,0.0063,-0.0008,-0.1398,0.1904,False,True,False,,Tiingo daily local CSV cache,America/New_York,2026-07-15T00:56:51.739909+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-14,adjusted
JPM,momentum_leader,vectorbt,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,Signal on trading bar t; entry/exit can execute only at trading bar t+1 close.,momentum_leader,close_below_ma20_or_rsi_above_82,1288,126,126,126,126,127,1,2005-01-03,2026-07-14,next_close_to_next_close_after_exit_signal,True,20,Positive 20-day momentum and relative strength without extreme RSI.,0.272,0.0113,0.1521,-0.489,-0.1501,0.2467,14.5319,-14.2599,0.4365,0.0029,-0.0066,-0.1603,0.2869,True,False,True,,Tiingo daily local CSV cache,America/New_York,2026-07-15T00:56:51.739909+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-14,adjusted
JPM,ma20_reclaim_bullish,vectorbt,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,Signal on trading bar t; entry/exit can execute only at trading bar t+1 close.,ma20_reclaim_bullish,close_below_ma20,171,171,171,171,171,171,0,2005-01-03,2026-07-14,next_close_to_next_close_after_exit_signal,True,20,Price reclaims MA20 in a bullish intermediate trend.,0.0757,0.0034,0.0927,-0.384,-0.1501,0.139,14.5319,-14.4562,0.386,0.0013,-0.007,-0.1603,0.2027,False,False,False,,Tiingo daily local CSV cache,America/New_York,2026-07-15T00:56:51.739909+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-14,adjusted
NET,momentum_leader,vectorbt,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,Signal on trading bar t; entry/exit can execute only at trading bar t+1 close.,momentum_leader,close_below_ma20_or_rsi_above_82,580,71,71,71,71,72,1,2019-09-13,2026-07-14,next_close_to_next_close_after_exit_signal,True,20,Positive 20-day momentum and relative strength without extreme RSI.,0.0568,0.0082,0.2109,-0.6497,-0.2362,0.2706,14.6528,-14.596,0.3803,0.0074,-0.0171,-0.2482,0.4517,True,False,True,,Tiingo daily local CSV cache,America/New_York,2026-07-15T00:56:51.739909+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-14,adjusted
