ticker,rule,rule_type,strategy_contract,strategy_contract_version,rule_fingerprint,strategy_fingerprint,cost_assumption_source,tested_rule,horizon_days,raw_signal_count,completed_signal_count,effective_samples,closed_trade_count,sample_count,valid,min_sample_required,lookback_start,lookback_end,measurement_assumption,benchmark_data_required_for_completed_sample,description,win_rate,avoidance_rate,avg_gross_forward_return,avg_forward_return,median_forward_return,worst_forward_return,best_forward_return,avg_mae,worst_mae,benchmark,paired_benchmark_sample_count,avg_gross_benchmark_same_dates,avg_benchmark_same_dates,alpha_vs_benchmark_same_dates,reason,data_source,market_timezone,report_generated_at_utc,price_frequency,price_adjustment_policy,data_timestamp,price_basis,evidence_score_0_100
AMD,relative_strength_rebound,entry,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,relative_strength_rebound,60,40,39,24,0,24,True,20,2005-01-03,2026-07-09,Signal on bar t enters at t+1 close and exits horizon trading bars after that entry close; samples are chronological and non-overlapping.,True,A short pullback rebounds while 20-day relative strength stays positive.,0.7083,,0.1976,0.1949,0.2155,-0.5931,0.9429,-0.1546,-0.7011,SMH,24.0,0.0892,0.0868,0.1081,,Tiingo daily local CSV cache,America/New_York,2026-07-14T13:09:12.161431+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-09,adjusted,100.0
SHOP,ma50_reclaim_bullish,entry,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,ma50_reclaim_bullish,60,71,71,20,0,20,True,20,2015-05-21,2026-07-10,Signal on bar t enters at t+1 close and exits horizon trading bars after that entry close; samples are chronological and non-overlapping.,True,Price reclaims MA50 while remaining above MA200.,0.75,,0.1288,0.1263,0.2297,-0.6319,0.5323,-0.1904,-0.6334,QQQ,20.0,0.0528,0.0504,0.0759,,Tiingo daily local CSV cache,America/New_York,2026-07-14T13:09:12.161431+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-10,adjusted,100.0
NVDA,momentum_leader,entry,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,momentum_leader,60,1820,1820,68,0,68,True,20,2005-01-03,2026-07-13,Signal on bar t enters at t+1 close and exits horizon trading bars after that entry close; samples are chronological and non-overlapping.,True,Positive 20-day momentum and relative strength without extreme RSI.,0.75,,0.1341,0.1317,0.0968,-0.4838,0.5594,-0.119,-0.5249,SMH,68.0,0.062,0.0597,0.072,,Tiingo daily local CSV cache,America/New_York,2026-07-14T13:09:12.161431+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-13,adjusted,93.5
VRT,momentum_leader,entry,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,momentum_leader,60,717,689,21,0,21,True,20,2018-07-30,2026-07-09,Signal on bar t enters at t+1 close and exits horizon trading bars after that entry close; samples are chronological and non-overlapping.,True,Positive 20-day momentum and relative strength without extreme RSI.,0.6667,,0.1927,0.1901,0.1554,-0.2917,0.7485,-0.1084,-0.3848,SPY,21.0,0.0293,0.027,0.1631,,Tiingo daily local CSV cache,America/New_York,2026-07-14T13:09:12.161431+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-09,adjusted,91.3
NET,momentum_leader,entry,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,momentum_leader,60,577,565,21,0,21,True,20,2019-09-13,2026-07-09,Signal on bar t enters at t+1 close and exits horizon trading bars after that entry close; samples are chronological and non-overlapping.,True,Positive 20-day momentum and relative strength without extreme RSI.,0.7143,,0.1423,0.1398,0.1803,-0.5593,0.6626,-0.1555,-0.5748,QQQ,21.0,0.0497,0.0474,0.0924,,Tiingo daily local CSV cache,America/New_York,2026-07-14T13:09:12.161431+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-09,adjusted,91.1
PWR,pullback_reclaim_5dma,entry,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,pullback_reclaim_5dma,60,51,49,26,0,26,True,20,2005-01-03,2026-07-09,Signal on bar t enters at t+1 close and exits horizon trading bars after that entry close; samples are chronological and non-overlapping.,True,Five-day pullback reclaims the 5-day average.,0.7308,,0.1173,0.1148,0.153,-0.4374,0.4264,-0.1289,-0.4874,SPY,26.0,0.0332,0.0309,0.0839,,Tiingo daily local CSV cache,America/New_York,2026-07-14T13:09:12.161431+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-09,adjusted,88.2
AVGO,pullback_reclaim_5dma,entry,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,pullback_reclaim_5dma,60,31,31,23,0,23,True,20,2009-08-06,2026-07-13,Signal on bar t enters at t+1 close and exits horizon trading bars after that entry close; samples are chronological and non-overlapping.,True,Five-day pullback reclaims the 5-day average.,0.8261,,0.1577,0.1552,0.1375,-0.2138,0.7192,-0.0707,-0.259,SMH,23.0,0.105,0.1026,0.0526,,Tiingo daily local CSV cache,America/New_York,2026-07-14T13:09:12.161431+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-13,adjusted,88.2
ANET,rsi_oversold_reclaim_40,entry,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,rsi_oversold_reclaim_40,60,96,96,21,0,21,True,20,2014-06-06,2026-07-13,Signal on bar t enters at t+1 close and exits horizon trading bars after that entry close; samples are chronological and non-overlapping.,True,RSI recovers through 40 after an oversold reading while price is above MA5.,0.7143,,0.1625,0.1599,0.1479,-0.1393,0.465,-0.1047,-0.2305,SPY,21.0,0.0555,0.0531,0.1068,,Tiingo daily local CSV cache,America/New_York,2026-07-14T13:09:12.161431+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-13,adjusted,86.8
AVGO,ma50_reclaim_bullish,entry,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,ma50_reclaim_bullish,60,148,148,40,0,40,True,20,2009-08-06,2026-07-13,Signal on bar t enters at t+1 close and exits horizon trading bars after that entry close; samples are chronological and non-overlapping.,True,Price reclaims MA50 while remaining above MA200.,0.8,,0.1233,0.1208,0.1258,-0.1801,0.5003,-0.0872,-0.513,SMH,40.0,0.0997,0.0973,0.0236,,Tiingo daily local CSV cache,America/New_York,2026-07-14T13:09:12.161431+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-13,adjusted,86.5
SMR,failed_rebound_risk,risk,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,failed_rebound_risk,5,216,212,78,0,78,True,20,2020-12-09,2026-07-09,Signal on bar t enters at t+1 close and exits horizon trading bars after that entry close; samples are chronological and non-overlapping.,True,Price breaks below MA5 and the prior 10-day close low.,0.3718,0.6282,-0.005,-0.0072,-0.0141,-0.2617,0.4023,-0.0853,-0.2894,SPY,78.0,0.0019,-0.0003,-0.007,,Tiingo daily local CSV cache,America/New_York,2026-07-14T13:09:12.161431+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-09,adjusted,86.2
MU,pullback_reclaim_5dma,entry,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,pullback_reclaim_5dma,60,92,90,44,0,44,True,20,2005-01-03,2026-07-09,Signal on bar t enters at t+1 close and exits horizon trading bars after that entry close; samples are chronological and non-overlapping.,True,Five-day pullback reclaims the 5-day average.,0.6591,,0.1924,0.1898,0.1181,-0.5322,1.4665,-0.1355,-0.6328,SMH,44.0,0.0809,0.0785,0.1113,,Tiingo daily local CSV cache,America/New_York,2026-07-14T13:09:12.161431+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-09,adjusted,85.8
HIMS,failed_rebound_risk,risk,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,failed_rebound_risk,10,302,302,80,0,80,True,20,2019-09-13,2026-07-13,Signal on bar t enters at t+1 close and exits horizon trading bars after that entry close; samples are chronological and non-overlapping.,True,Price breaks below MA5 and the prior 10-day close low.,0.4125,0.5875,0.0181,0.0159,-0.0084,-0.3358,0.9472,-0.0949,-0.4133,SPY,80.0,0.0047,0.0025,0.0134,,Tiingo daily local CSV cache,America/New_York,2026-07-14T13:09:12.161431+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-13,adjusted,85.6
LRCX,ma50_reclaim_bullish,entry,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,ma50_reclaim_bullish,60,127,127,35,0,35,True,20,2005-01-03,2026-07-13,Signal on bar t enters at t+1 close and exits horizon trading bars after that entry close; samples are chronological and non-overlapping.,True,Price reclaims MA50 while remaining above MA200.,0.7429,,0.1158,0.1134,0.1442,-0.2188,0.6288,-0.0836,-0.239,SMH,35.0,0.0746,0.0722,0.0412,,Tiingo daily local CSV cache,America/New_York,2026-07-14T13:09:12.161431+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-13,adjusted,85.6
VRT,momentum_leader,entry,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,momentum_leader,20,717,715,52,0,52,True,20,2018-07-30,2026-07-09,Signal on bar t enters at t+1 close and exits horizon trading bars after that entry close; samples are chronological and non-overlapping.,True,Positive 20-day momentum and relative strength without extreme RSI.,0.75,,0.097,0.0946,0.079,-0.4811,0.4296,-0.0757,-0.6346,SPY,52.0,0.0148,0.0126,0.082,,Tiingo daily local CSV cache,America/New_York,2026-07-14T13:09:12.161431+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-09,adjusted,85.4
AAPL,ma20_reclaim_bullish,entry,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,ma20_reclaim_bullish,60,139,139,49,0,49,True,20,2005-01-03,2026-07-13,Signal on bar t enters at t+1 close and exits horizon trading bars after that entry close; samples are chronological and non-overlapping.,True,Price reclaims MA20 in a bullish intermediate trend.,0.7755,,0.1016,0.0992,0.0823,-0.3142,0.5503,-0.0789,-0.4047,SPY,49.0,0.0345,0.0322,0.067,,Tiingo daily local CSV cache,America/New_York,2026-07-14T13:09:12.161431+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-13,adjusted,85.1
MPWR,rsi_oversold_reclaim_40,entry,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,rsi_oversold_reclaim_40,60,213,213,40,0,40,True,20,2005-01-03,2026-07-13,Signal on bar t enters at t+1 close and exits horizon trading bars after that entry close; samples are chronological and non-overlapping.,True,RSI recovers through 40 after an oversold reading while price is above MA5.,0.7,,0.1133,0.1108,0.1486,-0.3586,0.5861,-0.1213,-0.625,SMH,40.0,0.0685,0.0662,0.0446,,Tiingo daily local CSV cache,America/New_York,2026-07-14T13:09:12.161431+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-13,adjusted,85.1
AAPL,momentum_leader,entry,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,momentum_leader,60,1749,1724,69,0,69,True,20,2005-01-03,2026-07-13,Signal on bar t enters at t+1 close and exits horizon trading bars after that entry close; samples are chronological and non-overlapping.,True,Positive 20-day momentum and relative strength without extreme RSI.,0.7246,,0.0809,0.0785,0.0705,-0.4608,0.5251,-0.0899,-0.5154,SPY,69.0,0.0248,0.0225,0.056,,Tiingo daily local CSV cache,America/New_York,2026-07-14T13:09:12.161431+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-13,adjusted,84.8
AMD,break_ma20,risk,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,break_ma20,10,285,284,188,0,188,True,20,2005-01-03,2026-07-09,Signal on bar t enters at t+1 close and exits horizon trading bars after that entry close; samples are chronological and non-overlapping.,True,Price breaks below MA20.,0.4362,0.5638,0.0071,0.0049,-0.0121,-0.3988,0.453,-0.0762,-0.4069,SMH,188.0,0.0092,0.007,-0.0021,,Tiingo daily local CSV cache,America/New_York,2026-07-14T13:09:12.161431+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-09,adjusted,84.7
ASTS,failed_rebound_risk,risk,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,failed_rebound_risk,5,271,270,97,0,97,True,20,2019-11-01,2026-07-13,Signal on bar t enters at t+1 close and exits horizon trading bars after that entry close; samples are chronological and non-overlapping.,True,Price breaks below MA5 and the prior 10-day close low.,0.4433,0.5567,0.0063,0.0041,-0.0062,-0.2573,0.7109,-0.0809,-0.2677,SPY,97.0,0.0042,0.002,0.0021,,Tiingo daily local CSV cache,America/New_York,2026-07-14T13:09:12.161431+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-13,adjusted,84.5
AMD,break_ma20,risk,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,break_ma20,5,285,284,224,0,224,True,20,2005-01-03,2026-07-09,Signal on bar t enters at t+1 close and exits horizon trading bars after that entry close; samples are chronological and non-overlapping.,True,Price breaks below MA20.,0.4464,0.5536,0.0029,0.0007,-0.0089,-0.2645,0.3001,-0.0535,-0.2768,SMH,224.0,0.0071,0.0049,-0.0042,,Tiingo daily local CSV cache,America/New_York,2026-07-14T13:09:12.161431+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-09,adjusted,84.4
NVDA,ma50_reclaim_bullish,entry,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,ma50_reclaim_bullish,60,126,123,37,0,37,True,20,2005-01-03,2026-07-13,Signal on bar t enters at t+1 close and exits horizon trading bars after that entry close; samples are chronological and non-overlapping.,True,Price reclaims MA50 while remaining above MA200.,0.7297,,0.1176,0.1152,0.1284,-0.4644,0.4783,-0.1112,-0.4713,SMH,37.0,0.0612,0.0589,0.0563,,Tiingo daily local CSV cache,America/New_York,2026-07-14T13:09:12.161431+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-13,adjusted,84.1
COIN,failed_rebound_risk,risk,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,failed_rebound_risk,5,250,250,89,0,89,True,20,2021-04-14,2026-07-07,Signal on bar t enters at t+1 close and exits horizon trading bars after that entry close; samples are chronological and non-overlapping.,True,Price breaks below MA5 and the prior 10-day close low.,0.4607,0.5393,0.0049,0.0027,-0.0218,-0.268,0.4772,-0.0851,-0.5111,SPY,89.0,0.0025,0.0003,0.0024,,Tiingo daily local CSV cache,America/New_York,2026-07-14T13:09:12.161431+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-07,adjusted,83.9
UBER,failed_rebound_risk,risk,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,failed_rebound_risk,10,295,295,85,0,85,True,20,2019-05-10,2026-07-09,Signal on bar t enters at t+1 close and exits horizon trading bars after that entry close; samples are chronological and non-overlapping.,True,Price breaks below MA5 and the prior 10-day close low.,0.4588,0.5412,0.0136,0.0114,-0.0049,-0.2919,0.4106,-0.0685,-0.3936,SPY,85.0,0.0066,0.0044,0.007,,Tiingo daily local CSV cache,America/New_York,2026-07-14T13:09:12.161431+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-09,adjusted,83.9
AMD,failed_rebound_risk,risk,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,failed_rebound_risk,20,848,846,157,0,157,True,20,2005-01-03,2026-07-09,Signal on bar t enters at t+1 close and exits horizon trading bars after that entry close; samples are chronological and non-overlapping.,True,Price breaks below MA5 and the prior 10-day close low.,0.465,0.535,0.0085,0.0063,-0.0173,-0.4649,0.6535,-0.1113,-0.4822,SMH,157.0,0.0109,0.0087,-0.0024,,Tiingo daily local CSV cache,America/New_York,2026-07-14T13:09:12.161431+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-09,adjusted,83.7
TSLA,break_ma50,risk,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,break_ma50,5,138,137,107,0,107,True,20,2010-06-29,2026-07-13,Signal on bar t enters at t+1 close and exits horizon trading bars after that entry close; samples are chronological and non-overlapping.,True,Price breaks below MA50.,0.4673,0.5327,-0.0037,-0.0059,-0.0036,-0.3348,0.1153,-0.0537,-0.3864,SPY,107.0,0.0027,0.0005,-0.0064,,Tiingo daily local CSV cache,America/New_York,2026-07-14T13:09:12.161431+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-13,adjusted,83.6
INTC,failed_rebound_risk,risk,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,failed_rebound_risk,10,842,837,233,0,233,True,20,2005-01-03,2026-07-13,Signal on bar t enters at t+1 close and exits horizon trading bars after that entry close; samples are chronological and non-overlapping.,True,Price breaks below MA5 and the prior 10-day close low.,0.4721,0.5279,0.0077,0.0055,-0.0019,-0.3983,0.5458,-0.0459,-0.3983,SMH,233.0,0.0114,0.0092,-0.0037,,Tiingo daily local CSV cache,America/New_York,2026-07-14T13:09:12.161431+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-13,adjusted,83.5
AMD,break_ma20,risk,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,break_ma20,20,285,283,142,0,142,True,20,2005-01-03,2026-07-09,Signal on bar t enters at t+1 close and exits horizon trading bars after that entry close; samples are chronological and non-overlapping.,True,Price breaks below MA20.,0.4718,0.5282,0.0096,0.0074,-0.003,-0.3609,0.5993,-0.1078,-0.489,SMH,142.0,0.0145,0.0123,-0.0048,,Tiingo daily local CSV cache,America/New_York,2026-07-14T13:09:12.161431+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-09,adjusted,83.5
AMD,failed_rebound_risk,risk,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,failed_rebound_risk,10,848,847,225,0,225,True,20,2005-01-03,2026-07-09,Signal on bar t enters at t+1 close and exits horizon trading bars after that entry close; samples are chronological and non-overlapping.,True,Price breaks below MA5 and the prior 10-day close low.,0.4756,0.5244,0.0039,0.0017,-0.0059,-0.2562,0.453,-0.0799,-0.4,SMH,225.0,0.0074,0.0052,-0.0034,,Tiingo daily local CSV cache,America/New_York,2026-07-14T13:09:12.161431+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-09,adjusted,83.4
HIMS,failed_rebound_risk,risk,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,failed_rebound_risk,5,302,302,112,0,112,True,20,2019-09-13,2026-07-13,Signal on bar t enters at t+1 close and exits horizon trading bars after that entry close; samples are chronological and non-overlapping.,True,Price breaks below MA5 and the prior 10-day close low.,0.4732,0.5268,0.0076,0.0054,-0.0035,-0.2935,0.4903,-0.07,-0.321,SPY,112.0,0.0007,-0.0015,0.0069,,Tiingo daily local CSV cache,America/New_York,2026-07-14T13:09:12.161431+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-13,adjusted,83.4
GTLB,failed_rebound_risk,risk,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,failed_rebound_risk,5,211,211,80,0,80,True,20,2021-10-14,2026-07-09,Signal on bar t enters at t+1 close and exits horizon trading bars after that entry close; samples are chronological and non-overlapping.,True,Price breaks below MA5 and the prior 10-day close low.,0.475,0.525,0.009,0.0068,-0.0082,-0.2722,0.7198,-0.0684,-0.3386,QQQ,80.0,0.0018,-0.0004,0.0072,,Tiingo daily local CSV cache,America/New_York,2026-07-14T13:09:12.161431+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-09,adjusted,83.4
AMD,failed_rebound_risk,risk,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,failed_rebound_risk,5,848,847,317,0,317,True,20,2005-01-03,2026-07-09,Signal on bar t enters at t+1 close and exits horizon trading bars after that entry close; samples are chronological and non-overlapping.,True,Price breaks below MA5 and the prior 10-day close low.,0.4763,0.5237,0.0027,0.0005,-0.0026,-0.3283,0.3784,-0.0543,-0.35,SMH,317.0,0.0039,0.0017,-0.0012,,Tiingo daily local CSV cache,America/New_York,2026-07-14T13:09:12.161431+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-09,adjusted,83.3
GE,failed_rebound_risk,risk,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,failed_rebound_risk,10,853,852,239,0,239,True,20,2005-01-03,2026-07-13,Signal on bar t enters at t+1 close and exits horizon trading bars after that entry close; samples are chronological and non-overlapping.,True,Price breaks below MA5 and the prior 10-day close low.,0.477,0.523,0.0005,-0.0017,-0.0023,-0.2574,0.2669,-0.0442,-0.3893,SPY,239.0,0.0039,0.0017,-0.0034,,Tiingo daily local CSV cache,America/New_York,2026-07-14T13:09:12.161431+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-13,adjusted,83.3
GE,break_ma20,risk,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,break_ma20,20,322,320,147,0,147,True,20,2005-01-03,2026-07-13,Signal on bar t enters at t+1 close and exits horizon trading bars after that entry close; samples are chronological and non-overlapping.,True,Price breaks below MA20.,0.4762,0.5238,0.0087,0.0065,-0.0011,-0.3438,0.266,-0.0591,-0.3646,SPY,147.0,0.0113,0.0091,-0.0026,,Tiingo daily local CSV cache,America/New_York,2026-07-14T13:09:12.161431+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-13,adjusted,83.3
